text,true_label,pred_label,model,confidence,latency_ms
"look back at civil disobedience , anti-war movements and the power of strong voices . ",1,1,small,0.9981021285057068,26.864200015552342
are terribly wasted ,0,0,small,0.9998113512992859,21.06089994776994
's nothing remotely topical or sexy here . ,0,0,small,0.9992307424545288,26.141999987885356
"faith , love and power ",1,1,small,0.9998757839202881,29.490800108760595
astonishing ,1,1,small,0.9996517896652222,25.208399980328977
"likable , but just as often it 's meandering , low on energy , and too eager to be quirky at moments when a little old-fashioned storytelling would come in handy . ",0,0,small,0.9613031148910522,35.33419989980757
does n't have anything really interesting to say . ,0,0,small,0.9997790455818176,23.77400000113994
offers a persuasive ,1,1,small,0.9995293617248535,24.17979994788766
to knock back a beer with but they 're simply not funny performers ,0,0,small,0.9997127652168274,26.797000085934997
"humorless , self-conscious art drivel , made without a glimmer of intelligence or invention . ",0,0,small,0.9998112320899963,26.850499911233783
playfully profound ... and ,1,1,small,0.9998717308044434,21.27879997715354
like a comedian who starts off promisingly but then proceeds to flop ,0,0,small,0.9996459484100342,25.526999961584806
of his way to turn the legendary wit 's classic mistaken identity farce into brutally labored and unfunny hokum ,0,0,small,0.9997313618659973,32.133699976839125
hard to believe these jokers are supposed to have pulled off four similar kidnappings before ,0,0,small,0.9993977546691895,24.79459997266531
"nutty , consistently funny . ",1,1,small,0.9998739957809448,26.488699950277805
masterpiece . ,1,1,small,0.9998236298561096,18.139499938115478
takes a simple premise and carries it to unexpected heights . ,1,1,small,0.9998408555984497,23.731600027531385
become apparent that the franchise 's best years are long past ,0,0,small,0.9997377991676331,23.900300031527877
"not-so-funny gags , ",0,0,small,0.9998003840446472,26.25240001361817
listless direction ,0,0,small,0.9997934699058533,20.08749998640269
grayish quality ,0,0,small,0.9997182488441467,19.699900061823428
"is the kathie lee gifford of film directors , sadly proving once again ego does n't always go hand in hand with talent . ",0,0,small,0.9996028542518616,33.63890002947301
rendered with such clarity that it 's as if it all happened only yesterday ,1,1,small,0.9996742010116577,23.545300005935133
the pianist is the film roman polanski may have been born to make . ,1,1,small,0.9995923638343811,24.90590000525117
sandra bullock and hugh grant make a great team ,1,1,small,0.9998724460601807,29.52109999023378
` what 's the russian word for wow !? ' ,1,1,small,0.9995980858802795,24.71190004143864
"meandering , low on energy ",0,0,small,0.9997338652610779,22.498000063933432
comes along only occasionally ,1,1,small,0.9923052191734314,25.505000026896596
too indulgent ,0,0,small,0.9951145648956299,27.87039999384433
novel ,1,1,small,0.9989342093467712,23.792500025592744
exceptional performances ,1,1,small,0.9998636245727539,15.74210007674992
"those rare films that come by once in a while with flawless amounts of acting , direction , story and pace ",1,1,small,0.9998835325241089,27.868299977853894
"it ai n't art , by a long shot , ",0,0,small,0.9990658164024353,24.34229990467429
the worst possibilities of mankind ,0,0,small,0.9997859597206116,27.32789993751794
's better than the phantom menace ,1,1,small,0.9997739195823669,21.276399958878756
most daring ,1,1,small,0.9998431205749512,18.251199973747134
which also seems to play on a 10-year delay ,0,0,small,0.9976274371147156,22.4255999783054
"scary , action-packed chiller ",1,1,small,0.9995848536491394,20.10069997049868
into a gut-wrenching examination of the way cultural differences and emotional expectations collide ,1,1,small,0.9986947178840637,26.818900019861758
its playwriting 101 premise ,1,1,small,0.9312298893928528,26.0144000640139
"of a movie , a vampire soap opera that does n't make much ",0,0,small,0.9997697472572327,23.85080000385642
similar obsessions can dominate a family ,0,0,small,0.9881814122200012,22.87149999756366
posing as a serious drama about spousal abuse ,0,0,small,0.9932725429534912,23.144899983890355
goes further ,1,1,small,0.9979630708694458,18.66349996998906
"petter næss ' delicate , clever direction ... and a wonderful , imaginative script ",1,1,small,0.9998821020126343,27.76700002141297
brimming ,1,1,small,0.9994543194770813,19.659799989312887
my two hours better watching ,0,0,small,0.8931812047958374,26.34570002555847
bland hotels ,0,0,small,0.9997538924217224,16.006799996830523
the refreshingly unhibited enthusiasm ,1,1,small,0.9998818635940552,26.577799930237234
it explores the awful complications of one terrifying day ,1,1,small,0.986581563949585,27.98630006145686
lousy guy ritchie imitation ,0,0,small,0.9997077584266663,27.945499983616173
"if you come from a family that eats , meddles , argues , laughs , kibbitzes and fights together , then go see this delightful comedy . ",1,1,small,0.9998125433921814,30.39349999744445
it 's a heck of a ride ,1,1,small,0.999710738658905,26.733499951660633
to his series of spectacular belly flops both on and off the screen ,0,0,small,0.9997782111167908,26.13890008069575
"ultimately defeated the film ... it was the unfulfilling , incongruous , `` wait a second ",0,0,small,0.9997219443321228,30.79919994343072
it an above-average thriller ,1,1,small,0.9997989535331726,21.30699995905161
trouble every day is a plodding mess . ,0,0,small,0.9998137354850769,21.732600056566298
"a stirring , funny ",1,1,small,0.9998847246170044,24.76360008586198
liked this film a lot ,1,1,small,0.999824583530426,26.839900063350797
"a more confused , less interesting and more sloppily made film could possibly come down the road in 2002 ",0,0,small,0.9997765421867371,28.34299998357892
search of purpose or even a plot ,0,0,small,0.9997617602348328,22.352400003001094
hate the feeling of having been slimed in the name of high art . ,0,0,small,0.9995391368865967,25.980399921536446
a disappointingly thin slice of lower-class london life ; despite the title ,0,0,small,0.9997691512107849,23.82689993828535
leaves blue crush waterlogged ,0,0,small,0.9992648959159851,26.072799926623702
"most audacious , ",1,1,small,0.9974035620689392,27.832800056785345
"reign of fire never comes close to recovering from its demented premise , but ",0,0,small,0.9996970891952515,24.694699910469353
comprise a powerful and reasonably fulfilling gestalt . ,1,1,small,0.9998248219490051,26.13969997037202
cute partnership ,1,1,small,0.999873161315918,18.008700106292963
a total lack ,0,0,small,0.9997953772544861,19.897200050763786
`` ( hopkins ) does n't so much phone in his performance as fax it . ,0,0,small,0.9996210336685181,25.878400076180696
involving in its bold presentation ,1,1,small,0.9998465776443481,27.658200007863343
most notable ,1,1,small,0.9991660118103027,18.335500033572316
fixating ,1,0,small,0.9989295601844788,16.900999937206507
dull girl ,0,0,small,0.9996254444122314,17.77040003798902
"nothing overly original , mind you , but solidly entertaining . ",1,1,small,0.9998524188995361,24.016199982725084
it all seemed wasted like deniro 's once promising career and the once grand long beach boardwalk . ,0,0,small,0.9997891783714294,26.283300016075373
"it 's tommy 's job to clean the peep booths surrounding her , and after viewing this one , you 'll feel like mopping up , too ",0,0,small,0.9920241832733154,30.933900037780404
not great ,0,0,small,0.9997294545173645,17.535999999381602
toilet-humor ,0,0,small,0.9991390705108643,19.280299893580377
does its best ,1,1,small,0.9997479319572449,17.293000011704862
"be exploring the idea of why human beings long for what they do n't have , and how this gets us in trouble ",1,1,small,0.9963621497154236,26.92049997858703
filmed directly ,1,1,small,0.9978154897689819,18.21960008237511
adorably ditsy but heartfelt performances ,1,1,small,0.999744713306427,21.897700033150613
's usually a bad sign when directors abandon their scripts and go where the moment takes them ,0,0,small,0.9996383190155029,25.76619992032647
"with cheapo animation ( like saturday morning tv in the '60s ) , a complex sword-and-sorcery plot and characters who all have big round eyes and japanese names . ",0,0,small,0.998799204826355,32.015100005082786
manages to nail the spirit-crushing ennui of denuded urban living without giving in to it ,1,1,small,0.9995545744895935,25.57990001514554
take ( its ) earnest errors and hard-won rewards over the bombastic self-glorification of other feel-good fiascos like antwone fisher or the emperor 's club any time ,1,1,small,0.999761164188385,35.47580004669726
"hollow , self-indulgent , and - worst of all - boring ",0,0,small,0.9997895359992981,24.593399954028428
"although olivier assayas ' elegantly appointed period drama seems , at times , padded with incident in the way of a too-conscientious adaptation ",0,0,small,0.9961906671524048,31.33290004916489
to get a coherent rhythm going ,0,0,small,0.9912371635437012,21.863100002519786
hard to care ,0,0,small,0.9997901320457458,17.384400009177625
"as the princess , sorvino glides gracefully from male persona to female without missing a beat . ",1,1,small,0.9998705387115479,26.25549992080778
critical and commercial disaster ,0,0,small,0.9997785687446594,26.073800050653517
"`` frailty '' has been written so well , that even a simple `` goddammit ! '' ",1,1,small,0.999752938747406,27.64400001615286
"'s fun , wispy ",1,1,small,0.9998842477798462,19.802700029686093
half-baked setups and sluggish pacing ,0,0,small,0.9998270869255066,21.40630001667887
"at every opportunity to do something clever , the film goes right over the edge and kills every sense of believability ... ",0,0,small,0.9997650980949402,27.448899927549064
"it looks good , sonny , ",1,1,small,0.9998435974121094,23.53799995034933
to being the barn-burningly bad movie it promised it would be ,0,0,small,0.9997718930244446,25.838300003670156
"found the ring moderately absorbing , largely for its elegantly colorful look and sound . ",1,1,small,0.999882698059082,24.460599990561604
"flat-out amusing , sometimes endearing and ",1,1,small,0.9998382329940796,27.071600081399083
's a solid movie about people whose lives are anything but . ,1,1,small,0.9998212456703186,24.814600008539855
if there 's no art here ,0,0,small,0.9963362216949463,21.15879999473691
seem tired ,0,0,small,0.9997515082359314,18.018399947322905
astringent wit ,1,1,small,0.999691367149353,26.422000024467707
is definitely a director to watch . ,1,1,small,0.9998766183853149,21.594499936327338
the sally jesse raphael atmosphere of films like philadelphia and american beauty ,1,1,small,0.92592453956604,23.58249993994832
its accumulated enjoyment ,1,1,small,0.9998667240142822,19.25330003723502
emotionally intense ,1,1,small,0.9997372031211853,16.622900031507015
absolutely refreshed ,1,1,small,0.9998738765716553,26.309999986551702
"( washington 's ) strong hand , keen eye , sweet spirit and good taste are reflected in almost every scene . ",1,1,small,0.9998674392700195,27.93559990823269
"will absolutely crack you up with her crass , then gasp for gas , verbal deportment . ",1,1,small,0.9997757077217102,26.213500066660345
play their roles with vibrant charm ,1,1,small,0.999890923500061,26.60800004377961
"its share of laughs -- sometimes a chuckle , sometimes a guffaw and , to my great pleasure , the occasional belly laugh ",1,1,small,0.9995197057723999,28.418999980203807
strangely moved by even the corniest and most hackneyed contrivances ,1,1,small,0.9961233735084534,25.13840002939105
on the strength of their own cleverness ,1,1,small,0.9998738765716553,25.260900030843914
incredibly irritating comedy ,0,0,small,0.9994617104530334,20.839400007389486
"unexpected , and often contradictory , truths emerge . ",1,1,small,0.9990756511688232,27.61870005633682
enough funny ,1,1,small,0.9998716115951538,16.406400012783706
time out is existential drama without any of the pretension associated with the term . ,1,1,small,0.998370349407196,26.91040001809597
"a clash between the artificial structure of the story and the more contemporary , naturalistic tone of the film ... ",0,0,small,0.9997169375419617,27.19349996186793
informative and ,1,1,small,0.9998098015785217,18.169400049373507
out of control ,0,0,small,0.9955111742019653,18.881299998611212
the mark of a respectable summer blockbuster is one of two things : unadulterated thrills or genuine laughs . ,1,1,small,0.9996695518493652,28.647499973885715
a case study that exists apart from all the movie 's political ramifications ,1,1,small,0.9989408850669861,37.12549991905689
"is badly edited , often awkwardly directed and suffers from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a ` back story . ",0,0,small,0.9998070597648621,35.77580000273883
happens when something goes bump in the night and nobody cares ? ,0,0,small,0.9988898634910583,24.561200058087707
"the real triumphs in igby come from philippe , who makes oliver far more interesting than the character 's lines would suggest , and sarandon , who could n't be better as a cruel but weirdly likable wasp matron . ",1,1,small,0.9996745586395264,38.15259994007647
directed the film from the back of a taxicab ,0,0,small,0.9963439106941223,22.331500076688826
the incessant use ,0,0,small,0.996591329574585,27.45409996714443
"a retooling of fahrenheit 451 , and even as a rip-off of the matrix ",0,0,small,0.9994408488273621,26.919699972495437
their memorable and resourceful performances ,1,1,small,0.9998829364776611,21.693199989385903
"a welcome , if downbeat , missive ",1,1,small,0.9998282194137573,26.060800068080425
a good thing ,1,1,small,0.9998495578765869,20.075100008398294
that a life like this can sound so dull ,0,0,small,0.9998148083686829,26.308400090783834
adventure movie ,1,1,small,0.999629020690918,18.012300017289817
got something ,1,1,small,0.9996755123138428,15.194199979305267
a film that comes along every day . ,0,1,small,0.9981386661529541,26.05230000335723
lilo & stitch has a number of other assets to commend it to movie audiences both innocent and jaded . ,1,1,small,0.9992948770523071,31.004599994048476
a reasonable degree ,1,1,small,0.9993425011634827,19.1361999604851
"it 's up to ( watts ) to lend credibility to this strange scenario , and ",1,1,small,0.9996182918548584,26.53110004030168
a cute alien creature ,1,1,small,0.9998555183410645,25.856100022792816
magic and whimsy ,1,1,small,0.9997656941413879,28.625600039958954
time and art ,1,1,small,0.996868908405304,19.953600014559925
"there , done that ... a thousand times already ",0,0,small,0.9975959658622742,22.246000007726252
not as outrageous or funny ,0,0,small,0.9997797608375549,26.496300008147955
conceptual feat ,1,1,small,0.9994764924049377,16.27230003941804
a part of its fun ,1,1,small,0.9998750686645508,26.18129993788898
can only love the players it brings to the fore for the gifted but no-nonsense human beings they are and for the still-inestimable contribution they have made to our shared history . ,1,1,small,0.9998428821563721,33.05139997974038
"emotionally complex , dramatically satisfying heroine ",1,1,small,0.9998763799667358,21.31030010059476
thrills the eye ,1,1,small,0.9997288584709167,26.18010004516691
interesting matters of identity and heritage ,1,1,small,0.9998044371604919,25.022999965585768
"morality , family , and social expectation ",1,1,small,0.9969503283500671,23.896200000308454
"fun , with an undeniable energy ",1,1,small,0.9998894929885864,26.948800077661872
well-balanced fashion ,1,1,small,0.9998528957366943,23.115199990570545
"'re the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid . ",0,0,small,0.9953131675720215,29.404099914245307
vivid ,1,1,small,0.9998812675476074,22.911099949851632
traditional layers of awakening and ripening and ,1,1,small,0.9996589422225952,26.878200005739927
stoked ,1,1,small,0.9998574256896973,17.667800071649253
trash ,0,0,small,0.99972003698349,20.651200087741017
in rhetoric and cliché ,0,0,small,0.999327540397644,27.453599963337183
"wonderful , imaginative script ",1,1,small,0.9998838901519775,25.72520007379353
work as a jaunt down memory lane for teens and young adults who grew up on televised scooby-doo shows or reruns ,1,1,small,0.9995571970939636,31.34009998757392
diverges from anything ,1,1,small,0.9932553768157959,23.65380001720041
it is not worth ,0,0,small,0.9997844099998474,25.208299979567528
"as immaculate as stuart little 2 is , it could be a lot better if it were , well , more adventurous . ",1,1,small,0.9991776347160339,27.29280001949519
"realistic , non-exploitive approach ",1,1,small,0.9997853636741638,20.553300040774047
of his sweetness and vulnerability ,1,1,small,0.9993007183074951,25.60679998714477
"a worthwhile documentary , whether you 're into rap or not , even if it may still leave you wanting more answers as the credits ",1,1,small,0.9997005462646484,28.660599957220256
rivals the top japanese animations of recent vintage ,1,1,small,0.999798595905304,26.932099950499833
"formulaic , its plot and pacing typical hollywood war-movie stuff , while the performances elicit more of a sense of deja vu than awe ",0,0,small,0.9995614886283875,31.17149998433888
is bravado -- to take an entirely stale concept and push it through the audience 's meat grinder one more time ,0,0,small,0.9954732060432434,29.40849994774908
"starts promisingly but disintegrates into a dreary , humorless soap opera . ",0,0,small,0.9997664093971252,26.78010007366538
"humor , warmth , and intelligence ",1,1,small,0.9998819828033447,20.581300021149218
is extraordinarily good . ,1,1,small,0.9998689889907837,22.251600050367415
oozing with attractive men ,1,1,small,0.9994882345199585,20.58979996945709
swim represents an engaging and intimate first feature by a talented director to watch ,1,1,small,0.9998564720153809,26.5829999698326
", the film amounts to being lectured to by tech-geeks , if you 're up for that sort of thing . ",0,0,small,0.9994180202484131,28.21869996841997
undoubtedly the scariest movie ever made about tattoos . ,1,1,small,0.9989292025566101,22.047500009648502
more simply intrusive to the story ,0,0,small,0.9937490224838257,25.71009995881468
a spectacular completion one ,1,1,small,0.9998679161071777,25.32240003347397
three splendid actors ,1,1,small,0.999880313873291,18.79720005672425
"we hate ( madonna ) within the film 's first five minutes , and ",0,0,small,0.996559202671051,25.379099999554455
"more confused , less interesting and more ",0,0,small,0.9997348189353943,20.97029995638877
"on the irrelevant as on the engaging , which gradually turns what time ",0,0,small,0.9996351003646851,25.644700042903423
the film retains ambiguities that make it well worth watching . ,1,1,small,0.9998691082000732,28.337700059637427
tv sitcom material ,0,0,small,0.999211311340332,18.28310010023415
by an overly sillified plot and stop-and-start pacing ,0,0,small,0.9997383952140808,24.54910008236766
balance all the formulaic equations in the long-winded heist comedy ,0,0,small,0.9995878338813782,24.56619997974485
blithe rebel fantasy ,1,1,small,0.970940113067627,30.23540007416159
's not even a tv special you 'd bother watching past the second commercial break ,0,0,small,0.9974763989448547,25.343599962070584
perhaps even the slc high command found writer-director mitch davis 's wall of kitsch hard going . ,0,0,small,0.9994890689849854,30.03669995814562
nothing about the film -- with the possible exception of elizabeth hurley 's breasts -- is authentic . ,0,0,small,0.9990671277046204,27.835599961690605
some body smacks of exhibitionism more than it does cathartic truth telling . ,0,0,small,0.996466875076294,25.56350000668317
"a shame that stealing harvard is too busy getting in its own way to be anything but frustrating , boring , and forgettable . ",0,0,small,0.9993122816085815,27.05839998088777
enjoyable family fare ,1,1,small,0.9998835325241089,21.331300027668476
relegated to the background -- a welcome step forward from the sally jesse raphael atmosphere of films like philadelphia and american beauty ,1,1,small,0.9998445510864258,29.304000083357096
", but your ego ",0,1,small,0.6450358629226685,25.262000039219856
to conceive anyone else in their roles ,1,1,small,0.9917675256729126,26.35639999061823
a muddy psychological thriller ,0,0,small,0.9996874332427979,24.85509996768087
"sandra bullock and hugh grant make a great team , but this predictable romantic comedy should get a pink slip ",0,0,small,0.9993301630020142,25.2362999599427
"spectacular in every sense of the word , even if you don ' t ",1,1,small,0.9998444318771362,22.801100043579936
less the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling ( though no less horrifying for it ) . ,1,1,small,0.9951516389846802,31.319999950937927
abuse ,0,0,small,0.9996857643127441,23.905500071123242
"acting , poorly dubbed dialogue and murky cinematography ",0,0,small,0.99981290102005,26.671300060115755
very much like life ,1,1,small,0.9992761015892029,29.4869999634102
", wistful new film ",1,1,small,0.9997618794441223,21.917799953371286
