text,true_label,pred_label,chosen_model,confidence,num_models_used,total_latency_ms
"the title not only describes its main characters , but the lazy people behind the camera as well . ",0,0,small,0.9955686926841736,1,11.217124999999939
it offers little beyond the momentary joys of pretty and weightless intellectual entertainment . ,0,0,small,0.9972707629203796,1,11.529917000000722
a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . ,0,0,small,0.9600979089736938,1,10.915750000000557
a subtle and well-crafted ( for the most part ) chiller . ,1,1,small,0.9998636245727539,1,12.30104199999893
has a lot of the virtues of eastwood at his best . ,1,1,small,0.9998326301574707,1,9.850040999999976
it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ,0,0,small,0.9997772574424744,1,12.032958000000704
"it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . ",0,0,small,0.9992080330848694,1,32.33004199999989
"for the most part , director anne-sophie birot 's first feature is a sensitive , extraordinarily well-acted drama . ",1,1,small,0.9998251795768738,1,12.999625000000847
"mr. tsai is a very original artist in his medium , and what time is it there ? ",1,1,small,0.9986221790313721,1,28.19958299999925
sade is an engaging look at the controversial eponymous and fiercely atheistic hero . ,1,1,small,0.9997410178184509,1,12.58445899999927
so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises ,0,0,small,0.9991016387939453,1,12.55929200000061
"a tender , heartfelt family drama . ",1,1,small,0.9998681545257568,1,16.951665999998866
... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . ,0,0,small,0.9996685981750488,1,34.65783299999892
the cold turkey would 've been a far better title . ,0,0,small,0.9973347783088684,1,11.734291999999868
manages to be both repulsively sadistic and mundane . ,0,0,small,0.9981203675270081,1,11.40374999999949
"it 's just disappointingly superficial -- a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface . ",0,0,medium,0.9978218078613281,2,60.36404100000148
"this is a story of two misfits who do n't stand a chance alone , but together they are magnificent . ",1,1,small,0.9998378753662109,1,12.75825000000097
"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ",0,0,small,0.9996771812438965,1,13.827749999999028
the primitive force of this film seems to bubble up from the vast collective memory of the combatants . ,1,1,small,0.9894514679908752,1,11.012291000000118
"on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion . ",1,1,small,0.9997650980949402,1,12.582333000001
"the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . ",0,0,medium,0.9899272918701172,2,39.860000000000895
you wonder why enough was n't just a music video rather than a full-length movie . ,0,0,small,0.9982241988182068,1,13.420707999999948
"if you 're hard up for raunchy college humor , this is your ticket right here . ",1,1,medium,0.9935153722763062,2,41.033333999999755
"a fast , funny , highly enjoyable movie . ",1,1,small,0.9998911619186401,1,40.46683400000006
good old-fashioned slash-and-hack is back ! ,1,1,small,0.9981695413589478,1,6.771041000000366
"this one is definitely one to skip , even for horror movie fanatics . ",0,1,medium,0.9507729411125183,2,19.865375000000185
"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . ",0,0,small,0.9958399534225464,1,7.042291999999506
"exquisitely nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling . ",1,1,small,0.9998536109924316,1,22.005500000000566
uses high comedy to evoke surprising poignance . ,1,1,small,0.9996333122253418,1,8.23500000000088
"one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others . ",1,1,small,0.9746876358985901,1,7.179416999999688
a string of rehashed sight gags based in insipid vulgarity . ,0,0,small,0.9995115995407104,1,5.993916999999627
among the year 's most intriguing explorations of alientation . ,1,1,small,0.9998138546943665,1,6.929333000000426
the movie fails to live up to the sum of its parts . ,0,0,small,0.9997559189796448,1,7.243749999998883
the son 's room is a triumph of gentility that earns its moments of pathos . ,1,1,small,0.9998049139976501,1,5.699542000000335
"there is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine . ",1,1,small,0.9998239874839783,1,20.85516600000048
this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs . ,0,0,small,0.9996278285980225,1,21.356334000000032
the draw ( for `` big bad love '' ) is a solid performance by arliss howard . ,1,1,small,0.9998527765274048,1,6.366041999999794
"green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project . ",0,0,small,0.9996427297592163,1,7.1640830000010425
it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions . ,0,0,small,0.9215099215507507,1,6.399333000000951
"though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . ",1,1,small,0.9030230045318604,1,7.049208000001528
"the band 's courage in the face of official repression is inspiring , especially for aging hippies ( this one included ) . ",1,1,small,0.9997909665107727,1,7.231041999999022
the movie achieves as great an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . ,1,1,small,0.9995244741439819,1,6.803958000000776
"the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . ",0,0,small,0.9996635913848877,1,22.197375000001074
jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters ,1,0,small,0.996091902256012,1,7.873249999999388
fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away . ,1,1,small,0.9980431795120239,1,8.708000000000382
"we know the plot 's a little crazy , but it held my interest from start to finish . ",1,1,small,0.9974119067192078,1,7.82383299999978
"it 's a scattershot affair , but when it hits its mark it 's brilliant . ",1,1,small,0.9997256398200989,1,8.102000000000942
"hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people . ",1,1,small,0.9998171925544739,1,7.796000000000802
"you wo n't like roger , but you will quickly recognize him . ",0,1,small,0.9985194802284241,1,10.11012499999886
if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . ,1,0,small,0.9993919134140015,1,8.156958000000714
"byler reveals his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama . ",1,1,small,0.9997764229774475,1,10.811957999999677
this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . ,0,1,small,0.9993116855621338,1,8.363250000000377
"it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role . ",0,0,small,0.9975789189338684,1,11.753249999999937
"no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a smooth sleight of hand . ",1,1,small,0.9947522878646851,1,10.915582999999174
"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ",0,0,small,0.9998171925544739,1,8.712334000000155
why make a documentary about these marginal historical figures ? ,0,0,small,0.9974779486656189,1,16.453084000000118
"neither parker nor donovan is a typical romantic lead , but they bring a fresh , quirky charm to the formula . ",1,1,small,0.9998075366020203,1,11.941416999999177
"his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it . ",0,0,small,0.9975209832191467,1,8.910709000000239
"does paint some memorable images ... , but makhmalbaf keeps her distance from the characters ",1,1,small,0.9876548647880554,1,12.072041999999783
"a gripping movie , played with performances that are all understated and touching . ",1,1,small,0.9998694658279419,1,12.439999999999785
"it 's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against success are long enough to intimidate , but short enough to make a dream seem possible . ",1,1,small,0.9983878135681152,1,41.50366700000063
"combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . ",0,0,small,0.9839488863945007,1,6.836040999999682
the movie 's relatively simple plot and uncomplicated morality play well with the affable cast . ,1,1,small,0.9995095729827881,1,5.952249999999992
what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . ,0,1,small,0.9410336017608643,1,6.13941699999998
"too often , the viewer is n't reacting to humor so much as they are wincing back in repugnance . ",0,0,small,0.9948334693908691,1,6.473541000000083
it 's great escapist fun that recreates a place and time that will never happen again . ,1,1,small,0.9998679161071777,1,5.865416999998985
"scores no points for originality , wit , or intelligence . ",0,0,small,0.999683141708374,1,6.571666999999337
"there is n't nearly enough fun here , despite the presence of some appealing ingredients . ",0,0,small,0.9991746544837952,1,5.886957999999609
hilariously inept and ridiculous . ,1,1,small,0.9824227094650269,1,26.63158400000043
this movie is maddening . ,0,0,small,0.9714767932891846,1,8.777166999999864
"it haunts you , you ca n't forget it , you admire its conception and are able to resolve some of the confusions you had while watching it . ",1,1,small,0.9997478127479553,1,7.5047920000006485
sam mendes has become valedictorian at the school for soft landings and easy ways out . ,0,1,small,0.9968371391296387,1,6.464208000000582
one of the smartest takes on singles culture i 've seen in a long time . ,1,1,small,0.9998302459716797,1,5.798249999999783
"moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even when its script is not . ",1,1,small,0.9997507929801941,1,7.240250000000614
every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . ,0,1,small,0.9873793125152588,1,6.0237910000005
comes ... uncomfortably close to coasting in the treads of the bicycle thief . ,0,0,small,0.9914351105690002,1,6.625166999999266
"warm water under a red bridge is a quirky and poignant japanese film that explores the fascinating connections between women , water , nature , and sexuality . ",1,1,small,0.9998489618301392,1,6.981250000000827
it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so ,0,1,small,0.997744083404541,1,6.143624999999986
old-form moviemaking at its best . ,1,1,small,0.9857876300811768,1,9.832750000001056
turns potentially forgettable formula into something strangely diverting . ,1,0,small,0.9925454258918762,1,10.062791999999376
"( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place . ",1,1,small,0.9992351531982422,1,7.926625000001408
a movie that reminds us of just how exciting and satisfying the fantasy cinema can be when it 's approached with imagination and flair . ,1,1,small,0.9998750686645508,1,7.795500000000288
confirms the nagging suspicion that ethan hawke would be even worse behind the camera than he is in front of it . ,0,0,small,0.9823320508003235,1,7.154542000000319
"in the end , we are left with something like two ships passing in the night rather than any insights into gay love , chinese society or the price one pays for being dishonest . ",0,0,small,0.9996359348297119,1,8.596624999999136
montias ... pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters . ,1,1,small,0.9997511506080627,1,8.109417000000008
"it provides the grand , intelligent entertainment of a superior cast playing smart people amid a compelling plot . ",1,1,small,0.9998844861984253,1,7.1460410000003804
suffers from the lack of a compelling or comprehensible narrative . ,0,0,small,0.9997965693473816,1,28.313499999999436
"in execution , this clever idea is far less funny than the original , killers from space . ",0,0,small,0.9997319579124451,1,7.554416999999702
scooby dooby doo / and shaggy too / you both look and sound great . ,1,1,small,0.9998564720153809,1,7.619083000001581
"the tale of tok ( andy lau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hitmen , is too scattershot to take hold . ",0,0,small,0.9995467066764832,1,25.60545799999936
it all drags on so interminably it 's like watching a miserable relationship unfold in real time . ,0,0,small,0.9992320537567139,1,7.864792000001231
"pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut . ",0,1,small,0.9202573895454407,1,25.5389579999985
looks and feels like a project better suited for the small screen . ,0,0,small,0.9987214207649231,1,8.644125000000003
"forced , familiar and thoroughly condescending . ",0,0,small,0.9997555613517761,1,16.091165999998935
that is a compliment to kuras and miller . ,1,1,small,0.9998264908790588,1,17.89754099999996
it 's not the ultimate depression-era gangster movie . ,0,0,small,0.9996045231819153,1,10.883999999999006
sacrifices the value of its wealth of archival foot-age with its less-than-objective stance . ,0,0,small,0.9996292591094971,1,11.284250000000995
the character of zigzag is not sufficiently developed to support a film constructed around him . ,0,0,small,0.9997902512550354,1,12.200832999999633
what better message than ` love thyself ' could young women of any size receive ? ,1,0,small,0.9917102456092834,1,12.627709000000209
a solid film ... but more conscientious than it is truly stirring . ,1,1,small,0.9995518326759338,1,12.127834000001059
"while ( hill ) has learned new tricks , the tricks alone are not enough to salvage this lifeless boxing film . ",0,0,small,0.9997273087501526,1,13.346708999998569
the best that can be said about the work here of scottish director ritchie ... is that he obviously does n't have his heart in it . ,0,0,medium,0.9972412586212158,2,48.212665999999516
"about a manga-like heroine who fights back at her abusers , it 's energetic and satisfying if not deep and psychological . ",1,1,small,0.999845027923584,1,7.526291999999657
the talented and clever robert rodriguez perhaps put a little too much heart into his first film and did n't reserve enough for his second . ,0,0,small,0.9742416143417358,1,7.616415999999404
feels too formulaic and too familiar to produce the transgressive thrills of early underground work . ,0,0,small,0.9998016953468323,1,6.90050000000042
"the volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-hollywood that it seems positively french in its rhythms and resonance . ",1,1,small,0.9900901317596436,1,7.867333000000087
overall very good for what it 's trying to do . ,1,1,small,0.9998157620429993,1,7.164583999999863
"a big , gorgeous , sprawling swashbuckler that delivers its diversions in grand , uncomplicated fashion . ",1,1,small,0.9998273253440857,1,9.146833000000854
"a difficult , absorbing film that manages to convey more substance despite its repetitions and inconsistencies than do most films than are far more pointed and clear . ",1,1,small,0.998794436454773,1,27.20366700000021
the heavy-handed film is almost laughable as a consequence . ,0,0,small,0.9987393021583557,1,6.686791999999997
a solid examination of the male midlife crisis . ,1,1,small,0.9997395873069763,1,9.981375000000625
a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes . ,0,0,small,0.9992893934249878,1,6.87495800000093
"manages to transcend the sex , drugs and show-tunes plot into something far richer . ",1,1,small,0.9997184872627258,1,6.891208000000759
it takes talent to make a lifeless movie about the most heinous man who ever lived . ,0,0,small,0.9997040629386902,1,6.856416999999837
"by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself confused when it came time to get to the heart of the movie . ",0,1,small,0.9935868978500366,1,8.06524999999958
"like leon , it 's frustrating and still oddly likable . ",1,1,small,0.999848484992981,1,7.447457999999685
"uncommonly stylish but equally silly ... the picture fails to generate much suspense , nor does it ask searching enough questions to justify its pretensions . ",0,0,small,0.9997588992118835,1,8.14691600000117
not exactly the bees knees ,0,1,small,0.965645968914032,1,25.48237499999928
"there seems to be no clear path as to where the story 's going , or how long it 's going to take to get there . ",0,0,small,0.9997187256813049,1,7.792667000000364
"slapstick buffoonery can tickle many a preschooler 's fancy , but when it costs a family of four about $ 40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ? ",0,0,small,0.9984234571456909,1,24.721666000001363
a woman 's pic directed with resonance by ilya chaiken . ,1,1,small,0.9994459748268127,1,7.527500000000131
may reawaken discussion of the kennedy assassination but this fictional film looks made for cable rather than for the big screen . ,0,0,small,0.9989266991615295,1,7.317417000001214
"characters still need to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs . ",0,0,small,0.998778760433197,1,8.886000000000394
the end result is a film that 's neither . ,0,0,small,0.9997267127037048,1,12.133458000000985
manages to be sweet and wickedly satisfying at the same time . ,1,1,small,0.9998869895935059,1,8.58316599999931
leigh 's film is full of memorable performances from top to bottom . ,1,1,small,0.9998409748077393,1,8.044625000000138
"it 's also , clearly , great fun . ",1,1,small,0.9998894929885864,1,13.359833000000876
rarely has leukemia looked so shimmering and benign . ,0,1,small,0.9779419302940369,1,14.682209000000057
it seems like i have been waiting my whole life for this movie and now i ca n't wait for the sequel . ,1,1,large,0.9985008239746094,3,118.6635410000001
"determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult . ",0,0,small,0.9996882677078247,1,6.02829199999988
if you dig on david mamet 's mind tricks ... rent this movie and enjoy ! ,1,1,small,0.9996410608291626,1,5.595083000001111
"bleakly funny , its characters all the more touching for refusing to pity or memorialize themselves . ",1,1,small,0.9984622001647949,1,6.753874999999354
"delivers the same old same old , tarted up with latin flava and turned out by hollywood playas . ",0,0,small,0.9580540060997009,1,5.747791999999308
"does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence . ",0,0,small,0.9995130300521851,1,6.438959000000466
it made me want to wrench my eyes out of my head and toss them at the screen . ,0,0,medium,0.9963753819465637,2,14.665292000001884
the film 's performances are thrilling . ,1,1,small,0.9998875856399536,1,7.498291999999296
"unfortunately , it 's not silly fun unless you enjoy really bad movies . ",0,0,small,0.9953953623771667,1,6.314791999999514
it 's a bad thing when a movie has about as much substance as its end credits blooper reel . ,0,0,small,0.9997588992118835,1,5.498207999998783
"i sympathize with the plight of these families , but the movie does n't do a very good job conveying the issue at hand . ",0,0,small,0.9995177984237671,1,6.272207999998614
"the lower your expectations , the more you 'll enjoy it . ",0,1,small,0.9996402263641357,1,6.215832999998838
"though perry and hurley make inspiring efforts to breathe life into the disjointed , haphazard script by jay scherick and david ronn , neither the actors nor director reginald hudlin can make it more than fitfully entertaining . ",0,0,large,0.9994733929634094,3,99.02166500000043
"a must-see for the david mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking . ",1,1,small,0.9998592138290405,1,5.484291000000141
"pacino is brilliant as the sleep-deprived dormer , his increasing weariness as much existential as it is physical . ",1,1,small,0.9934484362602234,1,5.705124999998645
` de niro ... is a veritable source of sincere passion that this hollywood contrivance orbits around . ' ,1,1,small,0.9994576573371887,1,6.425999999999377
"a misogynistic piece of filth that attempts to pass itself off as hip , young adult entertainment . ",0,0,small,0.9977509379386902,1,5.5248749999989855
"its story may be a thousand years old , but why did it have to seem like it took another thousand to tell it to us ? ",0,0,small,0.9995365142822266,1,5.77683299999876
"try as i may , i ca n't think of a single good reason to see this movie , even though everyone in my group extemporaneously shouted , ` thank you ! ' ",0,0,small,0.9954128861427307,1,7.208375000001155
the movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that 's all too rare in hollywood 's hastier productions . ,1,1,small,0.9968551397323608,1,6.3557919999990276
"a celebration of quirkiness , eccentricity , and certain individuals ' tendency to let it all hang out , and damn the consequences . ",1,1,small,0.9809228777885437,1,6.005459000000712
"morton uses her face and her body language to bring us morvern 's soul , even though the character is almost completely deadpan . ",1,1,small,0.993157684803009,1,6.238999999998995
"instead of a hyperbolic beat-charged urban western , it 's an unpretentious , sociologically pointed slice of life . ",1,1,small,0.9979851245880127,1,5.65141699999927
my thoughts were focused on the characters . ,1,1,small,0.9222425818443298,1,8.600582999999773
"so , too , is this comedy about mild culture clashing in today 's new delhi . ",1,1,small,0.9935731291770935,1,5.967916999999545
"for starters , the story is just too slim . ",0,0,small,0.9997972846031189,1,9.296374999999912
"this is a winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world . ",1,1,small,0.9998760223388672,1,7.101249999999837
"at the very least , if you do n't know anything about derrida when you walk into the theater , you wo n't know much more when you leave . ",0,0,small,0.9996379613876343,1,6.909667000000397
"the format gets used best ... to capture the dizzying heights achieved by motocross and bmx riders , whose balletic hotdogging occasionally ends in bone-crushing screwups . ",1,1,medium,0.9915526509284973,2,23.99670800000031
"inside the film 's conflict-powered plot there is a decent moral trying to get out , but it 's not that , it 's the tension that keeps you in your seat . ",1,1,small,0.9878333806991577,1,6.951291000000026
"there ought to be a directing license , so that ed burns can have his revoked . ",0,0,small,0.9993591904640198,1,6.7943340000002905
bad . ,0,1,small,0.9051097631454468,1,22.911834000000297
"that dogged good will of the parents and ` vain ' jia 's defoliation of ego , make the film touching despite some doldrums . ",1,1,small,0.999560534954071,1,8.852707999999154
falls neatly into the category of good stupid fun . ,1,1,small,0.9979269504547119,1,9.744999999998782
"an artful , intelligent film that stays within the confines of a well-established genre . ",1,1,small,0.999852180480957,1,7.388791000000339
"smart , provocative and blisteringly funny . ",1,1,small,0.9998874664306641,1,9.971249999999543
"and the lesson , in the end , is nothing new . ",0,0,small,0.9997264742851257,1,7.777582999999311
"this is not the undisputed worst boxing movie ever , but it 's certainly not a champion - the big loser is the audience . ",0,0,small,0.9964085221290588,1,6.761917000000395
"not only is undercover brother as funny , if not more so , than both austin powers films , but it 's also one of the smarter , savvier spoofs to come along in some time . ",1,1,small,0.9995076656341553,1,9.210166999999103
to say this was done better in wilder 's some like it hot is like saying the sun rises in the east . ,0,0,small,0.9854885935783386,1,6.850166000001323
"the entire movie is about a boring , sad man being boring and sad . ",0,0,small,0.999234676361084,1,8.04579100000069
"this time mr. burns is trying something in the martin scorsese street-realist mode , but his self-regarding sentimentality trips him up again . ",0,1,small,0.9758962392807007,1,8.375625000001108
"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie . ",0,0,small,0.9975234866142273,1,10.403207999999609
"the best revenge may just be living well because this film , unlike other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence . ",1,1,small,0.9931612014770508,1,8.396375000000234
the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure . ,1,1,small,0.9964702129364014,1,8.542166999999878
"once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ",0,0,small,0.9993721842765808,1,9.161666999998985
"all that 's missing is the spontaneity , originality and delight . ",0,1,large,0.9540086984634399,3,89.52958399999922
"what the film lacks in general focus it makes up for in compassion , as corcuera manages to find the seeds of hope in the form of collective action . ",1,1,small,0.9982423782348633,1,9.108832999999095
the socio-histo-political treatise is told in earnest strides ... ( and ) personal illusion is deconstructed with poignancy . ,1,1,small,0.9913846254348755,1,9.113499999999775
my reaction in a word : disappointment . ,0,0,small,0.9997815489768982,1,11.666249999999323
"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana . ",1,1,small,0.998992383480072,1,8.98600000000016
"corny , schmaltzy and predictable , but still manages to be kind of heartwarming , nonetheless . ",1,1,small,0.9993698000907898,1,9.396249999999995
"nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of fun . ",1,1,small,0.9992266893386841,1,9.28504100000005
"far more imaginative and ambitious than the trivial , cash-in features nickelodeon has made from its other animated tv series . ",1,1,small,0.9997407793998718,1,9.700792000000291
"of course , by more objective measurements it 's still quite bad . ",0,0,small,0.9997952580451965,1,8.33570900000069
"as the two leads , lathan and diggs are charming and have chemistry both as friends and lovers . ",1,1,small,0.9998724460601807,1,9.562875000000304
it provides an honest look at a community striving to anchor itself in new grounds . ,1,1,small,0.9998124241828918,1,8.274999999999366
this movie seems to have been written using mad-libs . ,0,0,small,0.9994262456893921,1,9.17849999999909
